timestamp,sensor_id,roll,pitch,yaw
2025-07-14T17:08:29.640018,2,0.48,0.1,-0.26
2025-07-14T17:08:29.641507,4,0.15,-0.16,0.14
2025-07-14T17:08:29.659729,6,-0.0,-0.0,0.0
2025-07-14T17:08:29.660352,2,0.48,0.1,-0.26
2025-07-14T17:08:29.660781,4,0.17,-0.17,0.14
2025-07-14T17:08:29.661051,6,0.0,0.01,0.0
2025-07-14T17:08:29.679752,2,0.5,0.11,-0.26
2025-07-14T17:08:29.680406,4,0.17,-0.17,0.14
2025-07-14T17:08:29.680905,6,0.01,0.01,0.0
2025-07-14T17:08:29.681429,2,0.49,0.1,-0.26
2025-07-14T17:08:29.700762,4,0.18,-0.17,0.15
2025-07-14T17:08:29.701056,6,0.01,-0.01,-0.0
2025-07-14T17:08:29.701308,2,0.48,0.1,-0.26
2025-07-14T17:08:29.701589,4,0.17,-0.17,0.15
2025-07-14T17:08:29.717786,6,0.0,0.0,-0.0
2025-07-14T17:08:29.718043,2,0.48,0.1,-0.26
2025-07-14T17:08:29.718343,4,0.16,-0.18,0.15
2025-07-14T17:08:29.736413,6,0.01,-0.0,-0.0
2025-07-14T17:08:29.737057,2,0.48,0.1,-0.26
2025-07-14T17:08:29.737362,4,0.18,-0.16,0.15
2025-07-14T17:08:29.737633,6,0.01,0.0,-0.0
2025-07-14T17:08:29.754949,2,0.48,0.08,-0.26
2025-07-14T17:08:29.755234,4,0.18,-0.17,0.15
2025-07-14T17:08:29.755503,6,0.0,0.01,-0.01
2025-07-14T17:08:29.755778,2,0.48,0.09,-0.26
2025-07-14T17:08:29.774478,4,0.17,-0.18,0.15
2025-07-14T17:08:29.774934,6,0.01,-0.01,-0.01
2025-07-14T17:08:29.775283,2,0.48,0.1,-0.26
2025-07-14T17:08:29.775581,4,0.16,-0.19,0.15
2025-07-14T17:08:29.794804,6,0.01,-0.01,-0.0
2025-07-14T17:08:29.795316,2,0.49,0.1,-0.26
2025-07-14T17:08:29.796091,4,0.19,-0.19,0.15
2025-07-14T17:08:29.796880,6,0.01,-0.01,-0.0
2025-07-14T17:08:29.813812,2,0.48,0.08,-0.26
2025-07-14T17:08:29.814102,4,0.16,-0.18,0.15
2025-07-14T17:08:29.814341,6,0.02,0.01,-0.0
2025-07-14T17:08:29.814654,2,0.48,0.09,-0.26
2025-07-14T17:08:29.834523,4,0.17,-0.17,0.15
2025-07-14T17:08:29.834832,6,0.01,-0.0,-0.0
2025-07-14T17:08:29.835083,2,0.49,0.1,-0.26
2025-07-14T17:08:29.835323,4,0.17,-0.18,0.15
2025-07-14T17:08:29.854731,6,0.02,-0.0,-0.0
2025-07-14T17:08:29.855051,2,0.49,0.09,-0.25
2025-07-14T17:08:29.855294,4,0.18,-0.18,0.15
2025-07-14T17:08:29.855602,6,0.01,-0.01,-0.0
2025-07-14T17:08:29.876080,2,0.48,0.09,-0.26
2025-07-14T17:08:29.876722,4,0.17,-0.18,0.15
2025-07-14T17:08:29.877060,6,0.02,-0.02,0.0
2025-07-14T17:08:29.877434,2,0.48,0.09,-0.26
2025-07-14T17:08:29.877719,4,0.17,-0.17,0.15
2025-07-14T17:08:29.897104,6,0.0,-0.02,0.0
2025-07-14T17:08:29.897400,2,0.49,0.1,-0.26
2025-07-14T17:08:29.897652,4,0.17,-0.2,0.15
2025-07-14T17:08:29.897895,6,0.02,-0.01,0.0
2025-07-14T17:08:29.915525,2,0.48,0.08,-0.26
2025-07-14T17:08:29.915929,4,0.17,-0.19,0.15
2025-07-14T17:08:29.916163,6,0.01,0.01,0.0
2025-07-14T17:08:29.936599,2,0.49,0.1,-0.26
2025-07-14T17:08:29.936865,4,0.16,-0.17,0.15
2025-07-14T17:08:29.937112,6,0.01,-0.01,-0.0
2025-07-14T17:08:29.937341,2,0.49,0.1,-0.26
2025-07-14T17:08:29.937596,4,0.16,-0.16,0.15
2025-07-14T17:08:29.955032,6,0.01,-0.0,-0.0
2025-07-14T17:08:29.955458,2,0.48,0.09,-0.26
2025-07-14T17:08:29.955780,4,0.18,-0.18,0.15
2025-07-14T17:08:29.973209,6,0.02,0.0,-0.0
2025-07-14T17:08:29.973768,2,0.48,0.08,-0.26
2025-07-14T17:08:29.974227,4,0.18,-0.19,0.15
2025-07-14T17:08:29.974712,6,0.02,0.01,-0.0
2025-07-14T17:08:29.995456,2,0.48,0.09,-0.26
2025-07-14T17:08:29.995926,4,0.17,-0.18,0.16
2025-07-14T17:08:29.996315,6,0.02,-0.01,-0.0
2025-07-14T17:08:29.996672,2,0.49,0.1,-0.26
2025-07-14T17:08:29.997027,4,0.18,-0.18,0.15
2025-07-14T17:08:30.013594,6,0.01,-0.0,-0.0
2025-07-14T17:08:30.013958,2,0.49,0.09,-0.26
2025-07-14T17:08:30.014240,4,0.17,-0.17,0.15
2025-07-14T17:08:30.033213,6,0.03,-0.0,-0.0
2025-07-14T17:08:30.033786,2,0.49,0.08,-0.26
2025-07-14T17:08:30.034180,4,0.16,-0.18,0.15
2025-07-14T17:08:30.034614,6,0.02,-0.01,-0.0
2025-07-14T17:08:30.055183,2,0.49,0.1,-0.26
2025-07-14T17:08:30.055478,4,0.17,-0.17,0.15
2025-07-14T17:08:30.055707,6,0.02,-0.01,-0.0
2025-07-14T17:08:30.055986,2,0.49,0.09,-0.26
2025-07-14T17:08:30.056217,4,0.17,-0.18,0.15
2025-07-14T17:08:30.074285,6,0.02,-0.01,-0.0
2025-07-14T17:08:30.074553,2,0.49,0.09,-0.26
2025-07-14T17:08:30.074771,4,0.17,-0.19,0.15
2025-07-14T17:08:30.075060,6,0.02,-0.02,-0.0
2025-07-14T17:08:30.093304,2,0.49,0.1,-0.26
2025-07-14T17:08:30.093634,4,0.17,-0.18,0.15
2025-07-14T17:08:30.093944,6,0.01,0.0,-0.0
2025-07-14T17:08:30.094253,2,0.48,0.09,-0.27
2025-07-14T17:08:30.112385,4,0.15,-0.17,0.15
2025-07-14T17:08:30.112669,6,0.01,-0.01,-0.01
2025-07-14T17:08:30.112913,2,0.48,0.09,-0.26
2025-07-14T17:08:30.131362,4,0.14,-0.19,0.12
2025-07-14T17:08:30.131656,6,0.01,-0.04,-0.05
2025-07-14T17:08:30.131897,2,0.51,0.09,-0.26
2025-07-14T17:08:30.132148,4,0.16,-0.15,0.13
2025-07-14T17:08:30.151756,6,0.01,-0.06,-0.12
2025-07-14T17:08:30.152209,2,0.5,0.1,-0.26
2025-07-14T17:08:30.152616,4,0.15,0.01,0.12
2025-07-14T17:08:30.152998,6,-0.01,-0.05,-0.22
2025-07-14T17:08:30.153320,2,0.49,0.11,-0.28
2025-07-14T17:08:30.172925,4,0.18,0.1,0.08
2025-07-14T17:08:30.173202,6,-0.01,-0.06,-0.34
2025-07-14T17:08:30.173537,2,0.48,0.01,-0.31
2025-07-14T17:08:30.173865,4,0.16,0.2,0.1
2025-07-14T17:08:30.191625,6,0.01,-0.03,-0.46
2025-07-14T17:08:30.191989,2,0.47,0.17,-0.32
2025-07-14T17:08:30.192280,4,0.19,0.21,0.09
2025-07-14T17:08:30.210934,6,-0.02,-0.06,-0.56
2025-07-14T17:08:30.211266,2,0.53,0.12,-0.37
2025-07-14T17:08:30.211605,4,0.24,0.28,0.12
2025-07-14T17:08:30.211967,6,-0.03,-0.09,-0.64
2025-07-14T17:08:30.232338,2,0.37,0.08,-0.4
2025-07-14T17:08:30.232756,4,0.26,0.37,0.11
2025-07-14T17:08:30.233152,6,-0.03,-0.1,-0.7
2025-07-14T17:08:30.233579,2,0.43,0.1,-0.46
2025-07-14T17:08:30.233861,4,0.32,0.38,0.1
2025-07-14T17:08:30.253676,6,-0.09,-0.11,-0.74
2025-07-14T17:08:30.254040,2,0.52,0.11,-0.5
2025-07-14T17:08:30.254283,4,0.36,0.37,0.11
2025-07-14T17:08:30.254583,6,-0.15,-0.1,-0.77
2025-07-14T17:08:30.274486,2,0.45,0.06,-0.56
2025-07-14T17:08:30.274903,4,0.46,0.42,0.1
2025-07-14T17:08:30.275342,6,-0.2,-0.09,-0.79
2025-07-14T17:08:30.275768,2,0.52,0.12,-0.61
2025-07-14T17:08:30.293264,4,0.53,0.44,0.12
2025-07-14T17:08:30.293602,6,-0.24,-0.11,-0.8
2025-07-14T17:08:30.293826,2,0.41,0.13,-0.68
2025-07-14T17:08:30.294031,4,0.58,0.47,0.12
2025-07-14T17:08:30.312687,6,-0.29,-0.09,-0.82
2025-07-14T17:08:30.312996,2,0.46,0.11,-0.72
2025-07-14T17:08:30.313207,4,0.68,0.45,0.13
2025-07-14T17:08:30.313464,6,-0.32,-0.1,-0.84
2025-07-14T17:08:30.328981,2,0.41,0.1,-0.77
2025-07-14T17:08:30.329233,4,0.68,0.47,0.12
2025-07-14T17:08:30.329502,6,-0.37,-0.1,-0.86
2025-07-14T17:08:30.346359,2,0.42,0.13,-0.8
2025-07-14T17:08:30.347209,4,0.7,0.49,0.12
2025-07-14T17:08:30.347863,6,-0.4,-0.13,-0.88
2025-07-14T17:08:30.348404,2,0.43,0.15,-0.83
2025-07-14T17:08:30.367573,4,0.71,0.53,0.12
2025-07-14T17:08:30.367852,6,-0.41,-0.17,-0.91
2025-07-14T17:08:30.368132,2,0.42,0.12,-0.84
2025-07-14T17:08:30.368458,4,0.71,0.56,0.11
2025-07-14T17:08:30.387815,6,-0.4,-0.14,-0.97
