timestamp,sensor_id,roll,pitch,yaw
2025-07-14T16:57:55.476188,2,0.64,-0.06,-0.65
2025-07-14T16:57:55.479395,4,0.31,0.09,-0.44
2025-07-14T16:57:55.498331,6,-0.0,-0.0,-0.01
2025-07-14T16:57:55.498811,2,0.63,-0.06,-0.65
2025-07-14T16:57:55.499162,4,0.31,0.08,-0.44
2025-07-14T16:57:55.499614,6,0.0,-0.0,-0.01
2025-07-14T16:57:55.518610,2,0.63,-0.05,-0.66
2025-07-14T16:57:55.519118,4,0.31,0.08,-0.44
2025-07-14T16:57:55.519653,6,-0.01,-0.01,-0.01
2025-07-14T16:57:55.520177,2,0.62,-0.06,-0.65
2025-07-14T16:57:55.538360,4,0.32,0.1,-0.45
2025-07-14T16:57:55.538733,6,-0.01,-0.02,-0.01
2025-07-14T16:57:55.539067,2,0.64,-0.06,-0.66
2025-07-14T16:57:55.539488,4,0.31,0.11,-0.44
2025-07-14T16:57:55.555850,6,-0.01,0.01,-0.01
2025-07-14T16:57:55.555998,2,0.64,-0.06,-0.66
2025-07-14T16:57:55.556122,4,0.3,0.07,-0.44
2025-07-14T16:57:55.568997,6,-0.0,-0.0,-0.01
2025-07-14T16:57:55.569248,2,0.63,-0.06,-0.65
2025-07-14T16:57:55.569468,4,0.31,0.1,-0.45
2025-07-14T16:57:55.582584,6,-0.01,-0.01,-0.01
2025-07-14T16:57:55.582756,2,0.63,-0.06,-0.65
2025-07-14T16:57:55.582897,4,0.3,0.1,-0.45
2025-07-14T16:57:55.596930,6,-0.01,-0.01,-0.01
2025-07-14T16:57:55.597096,2,0.63,-0.06,-0.65
2025-07-14T16:57:55.610794,4,0.31,0.09,-0.45
2025-07-14T16:57:55.610966,6,-0.01,-0.02,-0.01
2025-07-14T16:57:55.611118,2,0.63,-0.06,-0.65
2025-07-14T16:57:55.624329,4,0.31,0.09,-0.45
2025-07-14T16:57:55.624897,6,-0.01,-0.0,-0.01
2025-07-14T16:57:55.625265,2,0.63,-0.06,-0.65
2025-07-14T16:57:55.641390,4,0.32,0.11,-0.45
2025-07-14T16:57:55.641783,6,-0.01,-0.01,-0.01
2025-07-14T16:57:55.642258,2,0.62,-0.06,-0.65
2025-07-14T16:57:55.642615,4,0.31,0.09,-0.45
2025-07-14T16:57:55.658215,6,-0.01,0.01,-0.01
2025-07-14T16:57:55.658677,2,0.63,-0.05,-0.65
2025-07-14T16:57:55.659031,4,0.31,0.1,-0.45
2025-07-14T16:57:55.675128,6,-0.01,-0.0,-0.01
2025-07-14T16:57:55.675280,2,0.63,-0.06,-0.65
2025-07-14T16:57:55.675419,4,0.31,0.08,-0.45
2025-07-14T16:57:55.688844,6,-0.01,0.0,-0.01
2025-07-14T16:57:55.689254,2,0.61,-0.07,-0.65
2025-07-14T16:57:55.689776,4,0.31,0.08,-0.45
2025-07-14T16:57:55.708343,6,-0.02,-0.0,-0.01
2025-07-14T16:57:55.708521,2,0.63,-0.06,-0.65
2025-07-14T16:57:55.708662,4,0.3,0.09,-0.45
2025-07-14T16:57:55.708805,6,-0.01,0.0,-0.01
2025-07-14T16:57:55.722335,2,0.62,-0.08,-0.64
2025-07-14T16:57:55.722579,4,0.31,0.09,-0.45
2025-07-14T16:57:55.722806,6,-0.02,0.01,-0.01
2025-07-14T16:57:55.736853,2,0.62,-0.06,-0.64
2025-07-14T16:57:55.737014,4,0.3,0.09,-0.45
2025-07-14T16:57:55.737162,6,-0.0,-0.0,-0.01
2025-07-14T16:57:55.750723,2,0.63,-0.06,-0.64
2025-07-14T16:57:55.750925,4,0.31,0.09,-0.45
2025-07-14T16:57:55.751120,6,-0.0,-0.0,-0.02
2025-07-14T16:57:55.765364,2,0.62,-0.07,-0.64
2025-07-14T16:57:55.765845,4,0.3,0.09,-0.45
2025-07-14T16:57:55.766296,6,-0.01,-0.0,-0.01
2025-07-14T16:57:55.783236,2,0.62,-0.06,-0.64
2025-07-14T16:57:55.783456,4,0.31,0.09,-0.45
2025-07-14T16:57:55.783668,6,-0.02,0.02,-0.02
2025-07-14T16:57:55.798499,2,0.63,-0.07,-0.64
2025-07-14T16:57:55.799083,4,0.31,0.09,-0.45
2025-07-14T16:57:55.799755,6,-0.02,0.01,-0.02
2025-07-14T16:57:55.800241,2,0.63,-0.06,-0.64
2025-07-14T16:57:55.817224,4,0.3,0.09,-0.44
2025-07-14T16:57:55.817410,6,-0.01,-0.01,-0.02
2025-07-14T16:57:55.817554,2,0.62,-0.06,-0.65
2025-07-14T16:57:55.831225,4,0.3,0.09,-0.44
2025-07-14T16:57:55.831488,6,-0.01,-0.0,-0.02
2025-07-14T16:57:55.831720,2,0.63,-0.07,-0.64
2025-07-14T16:57:55.845863,4,0.3,0.08,-0.45
2025-07-14T16:57:55.846043,6,-0.0,0.01,-0.02
2025-07-14T16:57:55.846220,2,0.63,-0.07,-0.65
2025-07-14T16:57:55.859884,4,0.3,0.09,-0.45
2025-07-14T16:57:55.860062,6,-0.02,-0.0,-0.02
2025-07-14T16:57:55.860218,2,0.62,-0.07,-0.65
2025-07-14T16:57:55.877699,4,0.3,0.09,-0.45
2025-07-14T16:57:55.878048,6,-0.02,0.02,-0.02
2025-07-14T16:57:55.878408,2,0.63,-0.07,-0.64
2025-07-14T16:57:55.894775,4,0.31,0.1,-0.45
2025-07-14T16:57:55.895174,6,-0.01,-0.02,-0.02
2025-07-14T16:57:55.895505,2,0.63,-0.07,-0.65
2025-07-14T16:57:55.895823,4,0.3,0.1,-0.45
2025-07-14T16:57:55.911479,6,0.0,0.01,-0.02
2025-07-14T16:57:55.911815,2,0.63,-0.06,-0.64
2025-07-14T16:57:58.410085,4,-1.4,4.54,-0.46
