timestamp,sensor_id,roll,pitch,yaw
2025-07-14T17:36:06.150009,2,-0.01,-0.13,-6.15
2025-07-14T17:36:06.173754,4,0.01,-0.2,0.03
2025-07-14T17:36:06.174631,6,-0.0,-0.0,-6.75
2025-07-14T17:36:06.194878,2,-0.02,-0.12,-6.15
2025-07-14T17:36:06.195848,4,-0.0,-0.19,0.03
2025-07-14T17:36:06.196764,6,0.01,0.01,-6.75
2025-07-14T17:36:06.215438,2,-0.03,-0.13,-6.15
2025-07-14T17:36:06.215691,4,0.0,-0.19,0.03
2025-07-14T17:36:06.233449,6,0.0,-0.01,-6.75
2025-07-14T17:36:06.233759,2,-0.03,-0.12,-6.15
2025-07-14T17:36:06.251632,4,-0.01,-0.2,0.03
2025-07-14T17:36:06.252283,6,-0.0,-0.0,-6.75
2025-07-14T17:36:06.269786,2,-0.03,-0.12,-6.15
2025-07-14T17:36:06.270047,4,0.02,-0.19,0.03
2025-07-14T17:36:06.286634,6,-0.0,-0.01,-6.75
2025-07-14T17:36:06.304309,2,-0.03,-0.13,-6.15
2025-07-14T17:36:06.304651,4,0.01,-0.18,0.03
2025-07-14T17:36:06.304938,6,-0.01,-0.01,-6.75
2025-07-14T17:36:06.322435,2,-0.01,-0.14,-6.15
2025-07-14T17:36:06.322781,4,0.02,-0.2,0.02
2025-07-14T17:36:06.339565,6,-0.0,-0.01,-6.75
2025-07-14T17:36:06.356893,2,-0.02,-0.13,-6.16
2025-07-14T17:36:06.357505,4,0.0,-0.19,0.02
2025-07-14T17:36:06.358054,6,-0.01,-0.01,-6.75
2025-07-14T17:36:06.377442,2,-0.02,-0.14,-6.15
2025-07-14T17:36:06.393511,4,0.01,-0.19,0.02
2025-07-14T17:36:06.393803,6,-0.01,-0.01,-6.75
2025-07-14T17:36:06.412429,2,-0.03,-0.13,-6.16
2025-07-14T17:36:06.413062,4,0.01,-0.19,0.02
2025-07-14T17:36:06.434601,6,-0.01,-0.04,-6.75
2025-07-14T17:36:06.434985,2,-0.03,-0.14,-6.15
2025-07-14T17:36:06.435290,4,0.01,-0.19,0.02
2025-07-14T17:36:06.452967,6,-0.01,-0.02,-6.75
2025-07-14T17:36:06.475196,2,-0.03,-0.15,-6.14
2025-07-14T17:36:06.475599,4,0.0,-0.19,0.02
2025-07-14T17:36:06.475929,6,-0.01,-0.02,-6.75
2025-07-14T17:36:06.495615,2,-0.02,-0.14,-6.14
2025-07-14T17:36:06.495911,4,0.02,-0.2,0.02
2025-07-14T17:36:06.512706,6,-0.0,-0.04,-6.75
2025-07-14T17:36:06.532302,2,-0.03,-0.13,-6.14
